Category,Clip Name,Clip Url,Edited,Filename,Theme,Portrait Version,Original Time in Seconds,Edited Time in Seconds,Extra Clip 1,Extra Clip 2,Updated Captions,Created By,Created Date
Disco Elysium,mmmmmmmmmmmm tasty,https://clips.twitch.tv/ProtectiveSquareSeahorseBlargNaut-LB1wEdmSEpCi5TgP,,,,,8,,,,,design_by_rose,"May 15, 2022"
Disco Elysium,self control,https://clips.twitch.tv/HelpfulSarcasticLarkWoofer-QKr0xrhlKcQtODJG,,,,,8,,,,,design_by_rose,"May 15, 2022"
Disco Elysium,mmmmmmmmmmmmm tasty,https://clips.twitch.tv/TalentedHorriblePieCopyThis-8ER-4N5rdRNBkMkN,,,,,7,,,,,design_by_rose,"May 15, 2022"
Disco Elysium,mmmmmmmmmmmmmmmm tasty,https://clips.twitch.tv/AmorphousPiercingPoultryTBTacoLeft-BfFIb6hXNmG77jZS,,,,,5,,,,,design_by_rose,"May 15, 2022"
Disco Elysium,mmmmmmmmmmmmmmmmm tasty,https://clips.twitch.tv/AgilePleasantFinchPeanutButterJellyTime-E5ORS0fOM9Xo_MPF,,,,,5,,,,,design_by_rose,"May 15, 2022"
Disco Elysium,mmmmmmmmmmmmmm tasty,https://clips.twitch.tv/NurturingThankfulBeaverMikeHogu-8BbbaxMm-o4APYie,,,,,5,,,,,design_by_rose,"May 15, 2022"
Disco Elysium,mmmmmmmmmmmmmmm tasty,https://clips.twitch.tv/CrackyDiligentMushroomPartyTime-8lGe0BHBgxvIIUIQ,,,,,5,,,,,design_by_rose,"May 15, 2022"
Disco Elysium,"he has a spirit animal, alright.",https://clips.twitch.tv/SweetSilkyJaguarMcaT-BMO2XfS-fwqP-zID,,,,,9,,,,,design_by_rose,"May 18, 2022"
Disco Elysium,*eyebrow raise*,https://clips.twitch.tv/HappyFrigidAlligatorDogFace-2iUCBaQKXTeW8a9-,,,,,5,,,,,design_by_rose,"May 18, 2022"
Disco Elysium,we're not getting any drugs,https://clips.twitch.tv/CarefulGeniusCourgetteNotLikeThis-wk9kymP4_MRzafsU,,,,,5,,,,,design_by_rose,"May 18, 2022"
Disco Elysium,suuure,https://clips.twitch.tv/InexpensiveCreativeFoxChocolateRain-KgIlwM23ZoIz7qNX,,,,,6,,,,,design_by_rose,"May 19, 2022"
Disco Elysium,a WHAT,https://clips.twitch.tv/HandsomeFamousOrangeOneHand-tUCk1nRF3WfkS7_B,,,,,4,,,,,design_by_rose,"May 19, 2022"
Disco Elysium,the boom boom room,https://clips.twitch.tv/ColorfulReliableSandstormRlyTho-pWs0XfJamk9Rv_ux,,,,,4,,,,,design_by_rose,"May 19, 2022"
Disco Elysium,fdsf,https://clips.twitch.tv/HorribleHomelyJaguarBCouch-4XJCt6YlpfiB7pF3,,,,,28,,,,,TheStarlessAbstract,"May 19, 2022"
Disco Elysium,"I'm so sorry, Starless",https://clips.twitch.tv/SnappyFancyPigOhMyDog-wH77FlpLA1OuuVGS,,,,,5,,,,,design_by_rose,"May 19, 2022"
Disco Elysium,tattletale,https://clips.twitch.tv/SquareBigVanillaResidentSleeper-toHNvLOejfhjhR1y,,,,,8,,,,,design_by_rose,"May 19, 2022"
Disco Elysium,"Detective Hobocop at your service, here to finger blast everything in name of communism, or feminism | Disco Elysium",https://clips.twitch.tv/AgreeableRepleteJayVoteYea-Nx0AcwRrAPkzC9z-,,,,,28,,,,,design_by_rose,"May 19, 2022"
Disco Elysium,"Self-critical, feminist, hobocop, with a love for socialism | Disco Elysium + *LIVE* KARAOKE",https://clips.twitch.tv/SpikyShinyChickpeaDxCat-YJcARxA_6B0jimY5,,,,,28,,,,,design_by_rose,"May 19, 2022"
Disco Elysium,"Detective Hobocop at your service, here to finger blast everything in name of communism, or feminism | Disco Elysium",https://clips.twitch.tv/BlazingLittleClipsmomPastaThat-iaGsKPuV_oHYRSJp,,,,,28,,,,,design_by_rose,"May 19, 2022"
Disco Elysium,pov: kicking her out the morning after,https://clips.twitch.tv/UnsightlyHonestToothDancingBanana-2qdlGciQ2jn3sW-f,,,,,22,,,,,design_by_rose,"May 20, 2022"
Disco Elysium,*seagull noises*,https://clips.twitch.tv/RamshackleUninterestedStarlingFutureMan-e2_k9iUj8WRiRMgJ,,,,,5,,,,,design_by_rose,"May 20, 2022"
Disco Elysium,? ? ?,https://clips.twitch.tv/CrepuscularStrongPresidentCoolStoryBro-jw5z3MmxAdPUgLki,,,,,5,,,,,design_by_rose,"May 20, 2022"
Disco Elysium,@taintbynumbot: a pillar of our community,https://clips.twitch.tv/ConcernedRoughMooseThisIsSparta-cQLeC2icUzUQNZWG,,,,,5,,,,,design_by_rose,"May 20, 2022"
Disco Elysium,"oh. my. god. ""fth...""? ",https://clips.twitch.tv/SnappyShyLocustBlargNaut-jRZGAYkBsni23VN9,,,,,36,,,,,design_by_rose,"May 20, 2022"
Disco Elysium,*stares blankly into the distance*,https://clips.twitch.tv/AlertLachrymoseLemurTheRinger-boOvG0QUwmTEfdYf,,,,,19,,,,,design_by_rose,"May 20, 2022"
Disco Elysium,"Detective Hobocop at your service, here to finger blast everything in name of communism, or feminism | Disco Elysium",https://clips.twitch.tv/BlueObservantPistachioPeanutButterJellyTime-z92QS5VpPwX0WBHE,,,,,30,,,,,design_by_rose,"May 20, 2022"
Disco Elysium,"Detective Hobocop at your service, here to finger blast everything in name of communism, or feminism | Disco Elysium",https://clips.twitch.tv/WittyBrightMuleFunRun-28Iy_upU8OQcris6,,,,,30,,,,,design_by_rose,"May 20, 2022"
Disco Elysium,"Detective Hobocop at your service, here to finger blast everything in name of communism, or feminism | Disco Elysium",https://clips.twitch.tv/RespectfulSoftEyeballKappaRoss-foiP5C1u0omkHro2,,,,,30,,,,,design_by_rose,"May 20, 2022"
Disco Elysium,"Apricot scented, Jamrock shuffling, Finger banging son of a gun | !Kings | Disco Elysium",https://clips.twitch.tv/FrailSassyPelicanTBTacoRight-EppRGmtgp4R_pakT,,,,,26,,,,,TheStarlessAbstract,"May 21, 2022"
Sekiro: Shadows Die Twice,"""Spiderman ain't got s--- on Taint-san""",https://clips.twitch.tv/DependableExquisitePigeonBlargNaut-ZtA_3Vh15KucCzWr,,,,,8,,,,,design_by_rose,"May 28, 2022"
Sekiro: Shadows Die Twice,ha ha haha haha haHa HAH HAHAH HAHAHA,https://clips.twitch.tv/MagnificentCulturedGazellePartyTime-HwRBJUe9iK21mTTU,,,,,5,,,,,design_by_rose,"May 30, 2022"
Sekiro: Shadows Die Twice,...nobody puts Starless in the cheese spot,https://clips.twitch.tv/LongPrettiestDiamondBIRB-6e6qRB7QL2IVn47Z,,,,,5,,,,,design_by_rose,"May 30, 2022"
Sekiro: Shadows Die Twice,"This shadow may have died more than twice, maybe| Sekiro",https://clips.twitch.tv/PuzzledSmallShieldFunRun-ME0ZPE54uUyDuSs3,,,,,30,,,,,design_by_rose,"May 30, 2022"
Sekiro: Shadows Die Twice,Whatever floats your boat,https://clips.twitch.tv/SucculentAverageGrasshopperPRChase-bLaSQXb2asej3jV1,,,,,7,,,,,low_hanging_vegetable,"May 31, 2022"
Sekiro: Shadows Die Twice,fool me once,https://clips.twitch.tv/CrepuscularBombasticCookieKeyboardCat-5Svo10Dhx5BpvuSf,,,,,4,,,,,design_by_rose,"May 31, 2022"
Sekiro: Shadows Die Twice,This shadow has definitely died 69 times... so far. Nice. | What do all these buttons do anyways!? | Sekiro,https://clips.twitch.tv/ZanySpicyMouseNerfRedBlaster-EgnG-e33TNsisOl4,,,,,30,,,,,design_by_rose,"May 31, 2022"
Sekiro: Shadows Die Twice,You must be very unhappy with your posture sir | Death #82,https://clips.twitch.tv/SmoothMistyEggplantTheThing-gs0uMIlyasc0Go3H,,,,,5,,,,,design_by_rose,"May 31, 2022"
Sekiro: Shadows Die Twice,TSA FUN FACT,https://clips.twitch.tv/SpeedyClearCrowBatChest-QWZgGphiDXr6J2UX,,,,,9,,,,,design_by_rose,"May 31, 2022"
Sekiro: Shadows Die Twice,"Alright, lets get this over with and die again... | Death #80",https://clips.twitch.tv/SuspiciousPunchyCarabeefKeepo-SIxTE3J3_z2ZOiZl,,,,,5,,,,,design_by_rose,"May 31, 2022"
Sekiro: Shadows Die Twice,not every single rez,https://clips.twitch.tv/ArtsyNurturingPieDatBoi-AF3qI0p__09n5S0Q,,,,,14,,,,,design_by_rose,"Jun 1, 2022"
Sekiro: Shadows Die Twice,Not me bashing my head against a wall called Lady Butterfly | Sekiro,https://clips.twitch.tv/InspiringMistySwanDancingBaby-MAbRB-KjjMkYRVT5,,,,,30,,,,,design_by_rose,"Jun 1, 2022"
Sekiro: Shadows Die Twice,Not me bashing my head against a wall called Lady Butterfly | Sekiro,https://clips.twitch.tv/AffluentDifficultPrariedogHoneyBadger-PYon2nbLOj1GJHfT,,,,,30,,,,,design_by_rose,"Jun 1, 2022"
Sekiro: Shadows Die Twice,How ya doin' bud?,https://clips.twitch.tv/GracefulBigLaptopYouWHY-_BH9YEGfjK0OmkRj,,,,,5,,,,,design_by_rose,"Jun 1, 2022"
Sekiro: Shadows Die Twice,have you tried winning,https://clips.twitch.tv/PhilanthropicPerfectWolfShadyLulu-G23iWjKa7qAJAJkd,,,,,4,,,,,design_by_rose,"Jun 1, 2022"
Sekiro: Shadows Die Twice,but no,https://clips.twitch.tv/TemperedTrappedMetalRedCoat-aMgTthNp9MtPV3FW,,,,,5,,,,,design_by_rose,"Jun 1, 2022"
Sekiro: Shadows Die Twice,Not me bashing my head against a wall called Lady Butterfly | Sekiro,https://clips.twitch.tv/WanderingSpineyToadFrankerZ-gA9zHwatEw2QrgKB,,,,,29,,,,,design_by_rose,"Jun 1, 2022"
Sekiro: Shadows Die Twice,"forgot your splash guard, eh?",https://clips.twitch.tv/CallousBlightedCobblerThisIsSparta-unxTFzjpEIMwi2V9,,,,,5,,,,,design_by_rose,"Jun 1, 2022"
Sekiro: Shadows Die Twice,Not me bashing my head against a wall called Lady Butterfly | Sekiro,https://clips.twitch.tv/SpotlessPatientOrcaYee-pziBD68XpsVrF7ra,,,,,30,,,,,Jacksbomb,"Jun 1, 2022"
Sekiro: Shadows Die Twice,Not me bashing my head against a wall called Lady Butterfly | Sekiro,https://clips.twitch.tv/SpotlessPatientOrcaYee-pziBD68XpsVrF7ra,,,,,30,,,,,Jacksbomb,"Jun 1, 2022"
Sekiro: Shadows Die Twice,Not me bashing my head against a wall called Lady Butterfly | Sekiro,https://clips.twitch.tv/EagerJoyousWormNotATK-VN1ZOkTGuWLd3SvT,,,,,30,,,,,oneoflu,"Jun 1, 2022"
Sekiro: Shadows Die Twice,bruh,https://clips.twitch.tv/DaintyPatientZebraDoritosChip-xvcyJEuFVDxSXMZR,,,,,6,,,,,TechTurk,"Jun 2, 2022"
Sekiro: Shadows Die Twice,r,https://clips.twitch.tv/BoringSpunkyZebraBCouch-c80gslWrlWmDOqk8,,,,,28,,,,,TechTurk,"Jun 2, 2022"
Sekiro: Shadows Die Twice,ded,https://clips.twitch.tv/CulturedElatedBadgerCharlieBitMe-C-SaOOkK1LkKlpMg,,,,,6,,,,,low_hanging_vegetable,"Jun 4, 2022"
Sekiro: Shadows Die Twice,untitled #56987,https://clips.twitch.tv/ExpensiveWiseTurtleAMPEnergyCherry-owjTvqv0iy8QaYTq,,,,,4,,,,,design_by_rose,"Jun 4, 2022"
Sekiro: Shadows Die Twice,brzt,https://clips.twitch.tv/TawdryLitigiousZucchiniPhilosoraptor-Ew3uEd_37Ow9EBsG,,,,,4,,,,,low_hanging_vegetable,"Jun 4, 2022"
Sekiro: Shadows Die Twice,and now,https://clips.twitch.tv/ObliquePlacidHippoBudBlast-8nh-J2YWkkQpcKxi,,,,,8,,,,,design_by_rose,"Jun 4, 2022"
Sekiro: Shadows Die Twice,...sir...?,https://clips.twitch.tv/BashfulAggressiveHerringRuleFive-4LexFZI21gIY0nfn,,,,,11,,,,,design_by_rose,"Jun 4, 2022"
Sekiro: Shadows Die Twice,Starless plotting how he can fire his mods:,https://clips.twitch.tv/AmericanWanderingLemurSoBayed-UrDKzx7QmRo-dNQa,,,,,13,,,,,design_by_rose,"Jun 4, 2022"
Sekiro: Shadows Die Twice,👀,https://clips.twitch.tv/SassyAstuteTigerTBTacoLeft-cC0jie_TUtb5bamn,,,,,7,,,,,design_by_rose,"Jun 4, 2022"
Sekiro: Shadows Die Twice,but I want to murder,https://clips.twitch.tv/DelightfulColorfulNoodleAMPEnergy-qhrl5HZHeJ4-G4gD,,,,,4,,,,,design_by_rose,"Jun 4, 2022"
Sekiro: Shadows Die Twice,door to door solar panel salesmen are out of control | !Kings | Sekiro,https://clips.twitch.tv/HedonisticSmoggyReubenKappa-qx-kZL9_jbm5YEE-,,,,,29,,,,,design_by_rose,"Jun 4, 2022"
Sekiro: Shadows Die Twice,door to door solar panel salesmen are out of control | !Kings | Sekiro,https://clips.twitch.tv/ConcernedMistyLobsterHassaanChop-GMAp2AqoWgO_RaYx,,,,,30,,,,,design_by_rose,"Jun 4, 2022"
Sekiro: Shadows Die Twice,door to door solar panel salesmen are out of control | !Kings | Sekiro,https://clips.twitch.tv/RoughTangibleShrimpHeyGuys-AbiE_dH7HB5PDdwm,,,,,30,,,,,design_by_rose,"Jun 4, 2022"
Sekiro: Shadows Die Twice,door to door solar panel salesmen are out of control | !Kings | Sekiro,https://clips.twitch.tv/RoundLivelyShieldDxAbomb-ZFesgoj1cZnGlWaH,,,,,30,,,,,design_by_rose,"Jun 4, 2022"
undefined,solid tongue action?,https://clips.twitch.tv/VainFitPonyMikeHogu-tUeJ5FD2pf5sWtAt,,,,,10,,,,,design_by_rose,"Jun 5, 2022"
undefined,hmm,https://clips.twitch.tv/BelovedSpeedyMelonRedCoat-lfW8UCZIca_A1kDw,,,,,10,,,,,design_by_rose,"Jun 5, 2022"
undefined,phrasing,https://clips.twitch.tv/GrossRockyRutabagaFutureMan-heffhC4w8_6K7VtM,,,,,5,,,,,design_by_rose,"Jun 5, 2022"
Sekiro: Shadows Die Twice,ok ok yep *disappointment*,https://clips.twitch.tv/LaconicQuaintCarrotResidentSleeper-Af4ciCivJT_6t7u3,,,,,14,,,,,low_hanging_vegetable,"Jun 5, 2022"
undefined,"okay, well... o.k.",https://clips.twitch.tv/EnjoyableMagnificentPeanutWutFace-bsJuP2-WDEMihnUB,,,,,18,,,,,design_by_rose,"Jun 5, 2022"
undefined,oh my,https://clips.twitch.tv/SmellyCulturedPieFrankerZ-qWX9agr5QkZfLToC,,,,,5,,,,,design_by_rose,"Jun 5, 2022"
Sekiro: Shadows Die Twice,surprising,https://clips.twitch.tv/ColdbloodedSavorySandpiperTebowing-zhyyf7B7-tQFHkSP,,,,,8,,,,,low_hanging_vegetable,"Jun 5, 2022"
Sekiro: Shadows Die Twice,ah ahhh ahhhhhhh ,https://clips.twitch.tv/PricklyExcitedDugongLitty-lRn2i7gkpmfoYE5b,,,,,7,,,,,design_by_rose,"Jun 6, 2022"
Sekiro: Shadows Die Twice,hag,https://clips.twitch.tv/GoodExquisiteClamPlanking-8TlmyIsO6BZISQtu,,,,,5,,,,,design_by_rose,"Jun 6, 2022"
Sekiro: Shadows Die Twice,be gone _____!,https://clips.twitch.tv/BlatantOddDugongOhMyDog-lPAiaCJCrSDqCq9F,,,,,4,,,,,design_by_rose,"Jun 6, 2022"
Sekiro: Shadows Die Twice,x_x,https://clips.twitch.tv/FlaccidYawningDinosaurBrokeBack-NgKgOfnqLhmV94qA,,,,,7,,,,,design_by_rose,"Jun 6, 2022"
Sekiro: Shadows Die Twice,0_0,https://clips.twitch.tv/ExquisiteEagerPeachMrDestructoid-4Nlz00lsTBCct8JX,,,,,5,,,,,design_by_rose,"Jun 6, 2022"
Sekiro: Shadows Die Twice,what am I supposed to title this,https://clips.twitch.tv/IncredulousSpikyDonutOMGScoots-ZoTjektfxet2E7zL,,,,,6,,,,,design_by_rose,"Jun 6, 2022"
Sekiro: Shadows Die Twice,"Now with less added jumping at a giant snake, and constantly dying | Sekiro: Shadows Die 309 Times",https://clips.twitch.tv/BoredBitterRingCclamChamp-ObV_gelwkFPuQqwQ,,,,,30,,,,,design_by_rose,"Jun 6, 2022"
Sekiro: Shadows Die Twice,"oh, ok",https://clips.twitch.tv/MoistVenomousHamPipeHype-zGvP2wTT9HBOyi-Z,,,,,4,,,,,design_by_rose,"Jun 6, 2022"
Sekiro: Shadows Die Twice,pfffbbbt ~poop~,https://clips.twitch.tv/FrozenGracefulCheesecakeShadyLulu-m7UZGaLwKfuZ-KSv,,,,,5,,,,,design_by_rose,"Jun 7, 2022"
Sekiro: Shadows Die Twice,Death #41,https://clips.twitch.tv/CrowdedResourcefulChickpeaBrainSlug-oE6uQn_y2R98xJDA,,,,,6,,,,,design_by_rose,"Jun 7, 2022"
Sekiro: Shadows Die Twice,tell us how you really feel,https://clips.twitch.tv/HungryVivaciousMonkeyRitzMitz-A0QfJoZlHjYIgH_0,,,,,6,,,,,design_by_rose,"Jun 7, 2022"
Sekiro: Shadows Die Twice,...if they do...,https://clips.twitch.tv/BelovedBlitheAirGuitarOneHand-karvu5M6DASwxrzr,,,,,12,,,,,design_by_rose,"Jun 7, 2022"
Sekiro: Shadows Die Twice,take a little hit... good job!,https://clips.twitch.tv/GlamorousAggressiveMarrowSoBayed-j2GDtHY16eXX9b3C,,,,,4,,,,,design_by_rose,"Jun 7, 2022"
Sekiro: Shadows Die Twice,hehehehehehe,https://clips.twitch.tv/YawningDarkZebraHotPokket-wiYEtBQep-YQYPtO,,,,,5,,,,,design_by_rose,"Jun 7, 2022"
Sekiro: Shadows Die Twice,rice!,https://clips.twitch.tv/MoralSeductiveDuckPeteZarollTie-K5RH1sADcirAk-ew,,,,,5,,,,,low_hanging_vegetable,"Jun 8, 2022"
Sekiro: Shadows Die Twice,D:,https://clips.twitch.tv/ThirstyGoldenNuggetsEleGiggle-DZOqHbUra6xa-uXx,,,,,5,,,,,design_by_rose,"Jun 8, 2022"
Sekiro: Shadows Die Twice,Things have suddenly just gotten a whole lot worse.,https://clips.twitch.tv/ZanySneakyDogFutureMan-8LNvvpgVwOPsmh42,,,,,5,,,,,design_by_rose,"Jun 8, 2022"
Sekiro: Shadows Die Twice,Sekiro: Internet Dies Twice,https://clips.twitch.tv/ThoughtfulExcitedSwanFrankerZ-3vWZLr6j6c36ehct,,,,,29,,,,,Necrohag,"Jun 8, 2022"
Sekiro: Shadows Die Twice,somewhat satisfactory is all we can ask for | !f to pay respects | FINAL FAILURE XIV,https://clips.twitch.tv/GiantDeliciousGarageCharlietheUnicorn-eUBXRR9jw7SlZTxE,,,,,28,,,,,design_by_rose,"Jun 8, 2022"
Sekiro: Shadows Die Twice,Ewh...,https://clips.twitch.tv/HappyConsiderateMangoStoneLightning-Igvihc6uLIFsuEuU,,,,,5,,,,,Necrohag,"Jun 11, 2022"
Sekiro: Shadows Die Twice,k,https://clips.twitch.tv/TriangularSpineyWasabiOSsloth-3UXAMpWkvMmfoiU1,,,,,14,,,,,low_hanging_vegetable,"Jun 12, 2022"
Sekiro: Shadows Die Twice,Sekiro and Semantics with Starless,https://clips.twitch.tv/IntelligentBadSrirachaHoneyBadger-I7MjNVzQ7_LqiAhv,,,,,30,,,,,low_hanging_vegetable,"Jun 12, 2022"
Sekiro: Shadows Die Twice,get the b*tch,https://clips.twitch.tv/CrackyBoldSeahorseRaccAttack-q5MIQg0w-cTSWZUR,,,,,20,,,,,low_hanging_vegetable,"Jun 12, 2022"
Sekiro: Shadows Die Twice,okay daddy,https://clips.twitch.tv/ImpartialCourteousSandstormHeyGirl-d2WcHQRFVIXD2s_Z,,,,,5,,,,,design_by_rose,"Jun 13, 2022"
Sekiro: Shadows Die Twice,classic starless,https://clips.twitch.tv/WiseTentativeHedgehogBudBlast-JpKxj6UAEOUPjcIh,,,,,6,,,,,design_by_rose,"Jun 13, 2022"
Sekiro: Shadows Die Twice,(don't get cocky),https://clips.twitch.tv/BoredWealthyAlfalfaPeanutButterJellyTime-sjvG4FMmGOcjlc6m,,,,,12,,,,,design_by_rose,"Jun 13, 2022"
Sekiro: Shadows Die Twice,B T E,https://clips.twitch.tv/OptimisticJollyMageSwiftRage-lJMeZuTMHOpHtVcR,,,,,5,,,,,design_by_rose,"Jun 13, 2022"
Sekiro: Shadows Die Twice,When do you think you'll beat Daddy?,https://clips.twitch.tv/BadDiligentAirGuitarCharlieBitMe-COuGvytJfB39_arR,,,,,14,,,,,design_by_rose,"Jun 13, 2022"
Sekiro: Shadows Die Twice,It's a never ending story of death | Sekiro,https://clips.twitch.tv/JollyLachrymoseMarjoramCeilingCat-1EbNunA6MNEUbEL2,,,,,28,,,,,design_by_rose,"Jun 13, 2022"
Sekiro: Shadows Die Twice,It's a never ending story of death | Sekiro,https://clips.twitch.tv/TangibleSpoopyCamelItsBoshyTime-2rvJLHDdRSvKPVAc,,,,,28,,,,,design_by_rose,"Jun 13, 2022"
Sekiro: Shadows Die Twice,Püff the Magic Dragon- It's from Europe | Sekiro,https://clips.twitch.tv/PleasantNimbleAsteriskFunRun-3SgNobh78sNks121,,,,,28,,,,,design_by_rose,"Jun 16, 2022"
Sekiro: Shadows Die Twice,sass,https://clips.twitch.tv/ToughTrustworthyOtterUWot-2K-SAPGQH9MIGwwB,,,,,4,,,,,design_by_rose,"Jun 16, 2022"
Thronebreaker: The Witcher Tales,starless struggling to open a door,https://clips.twitch.tv/PlumpShortDoveAMPEnergy-Dnd_1mZsOpmNnE8r,,,,,15,,,,,design_by_rose,"Jun 17, 2022"
Thronebreaker: The Witcher Tales,omg omg omg ,https://clips.twitch.tv/AmazingAbnegateSmoothieUnSane-W-Fzxk3ZqljnhOHC,,,,,7,,,,,design_by_rose,"Jun 17, 2022"
Thronebreaker: The Witcher Tales,About to break this Taint wide open | Thronebreaker,https://clips.twitch.tv/AnnoyingApatheticMangetoutChocolateRain-RaIeAadap5PbvP3k,,,,,28,,,,,design_by_rose,"Jun 17, 2022"
Thronebreaker: The Witcher Tales,About to break this Taint wide open | Thronebreaker,https://clips.twitch.tv/TubularGiantHerbsJebaited-aVqWTUceAYiMUoJl,,,,,30,,,,,design_by_rose,"Jun 17, 2022"
Thronebreaker: The Witcher Tales,About to break this Taint wide open | Thronebreaker,https://clips.twitch.tv/PatientAggressiveSwanSoBayed-hHnlBG2uDw6w5Wlq,,,,,30,,,,,design_by_rose,"Jun 17, 2022"
Thronebreaker: The Witcher Tales,About to break this Taint wide open | Thronebreaker,https://clips.twitch.tv/SpicyCrepuscularCheetahStoneLightning-nlaVsE42k1J9g6AD,,,,,28,,,,,design_by_rose,"Jun 17, 2022"
Thronebreaker: The Witcher Tales,w o w,https://clips.twitch.tv/CarelessPhilanthropicSpindleFUNgineer-lUHsa7Q7rK5l9CHi,,,,,5,,,,,design_by_rose,"Jun 17, 2022"
Thronebreaker: The Witcher Tales, I'm not venge-FUL or malic-IOUS,https://clips.twitch.tv/NurturingWittyPanLeeroyJenkins-L6gNDxM1KfyaP3wa,,,,,5,,,,,design_by_rose,"Jun 18, 2022"
Thronebreaker: The Witcher Tales,ugh UGH,https://clips.twitch.tv/ThirstyBlushingRabbitHumbleLife-xiuNgy8TY18M_WMm,,,,,6,,,,,design_by_rose,"Jun 18, 2022"
Thronebreaker: The Witcher Tales,... subscribe? geez so awkward,https://clips.twitch.tv/CourageousPlacidMangetout4Head-sun63URCXsKK6EVa,,,,,5,,,,,design_by_rose,"Jun 18, 2022"
Thronebreaker: The Witcher Tales,"I kept the laugh too, you're welcome",https://clips.twitch.tv/HotBlazingGrassKlappa-jzRC_4fA4sDvZ7RZ,,,,,8,,,,,design_by_rose,"Jun 18, 2022"
Thronebreaker: The Witcher Tales,sorry... I don't usually have knickers... ;),https://clips.twitch.tv/DiligentAmazonianHummingbirdBabyRage-qBFC_ym-5TUgg36B,,,,,10,,,,,design_by_rose,"Jun 18, 2022"
Thronebreaker: The Witcher Tales,About to break this Taint wide open | Thronebreaker,https://clips.twitch.tv/InspiringKindVultureKeyboardCat-tjjOE_-6-Pu-xcyI,,,,,30,,,,,oneoflu,"Jun 18, 2022"
Thronebreaker: The Witcher Tales,About to break this Taint wide open | Thronebreaker,https://clips.twitch.tv/SmokyBovineLyrebirdDoritosChip-y5IgiYwC_Mw1gDln,,,,,30,,,,,oneoflu,"Jun 18, 2022"
Thronebreaker: The Witcher Tales,About to break this Taint wide open | Thronebreaker,https://clips.twitch.tv/TenderRoughCrabSSSsss-nPB-xPDz1x6B_Qmo,,,,,30,,,,,oneoflu,"Jun 18, 2022"
The Cycle: Frontier,"a ""good, solid 28 inches""",https://clips.twitch.tv/SquareTangentialVanillaVoHiYo-f1DYugo8bD-vuH2m,,,,,7,,,,,design_by_rose,"Jun 19, 2022"
The Cycle: Frontier,"I'm just spittin' facts, okay? spitt. in. facts.",https://clips.twitch.tv/TenderDepressedDeerRitzMitz-eTcJlpx5qkOxs5jD,,,,,7,,,,,design_by_rose,"Jun 19, 2022"
The Cycle: Frontier,"Procrastinating further deaths in Sekiro, couldn't be me | The Cycle",https://clips.twitch.tv/SucculentWonderfulPassionfruitVoHiYo-_D0V_Ck7b6PknnT9,,,,,30,,,,,design_by_rose,"Jun 19, 2022"
Sekiro: Shadows Die Twice,"Starless after about 902,475 deaths and counting...",https://clips.twitch.tv/AgitatedStupidPotHotPokket-vGwaU90X-kHnqMQg,,,,,6,,,,,design_by_rose,"Jun 20, 2022"
Sekiro: Shadows Die Twice,I dont see a ____... ,https://clips.twitch.tv/IgnorantHyperPepperoniCeilingCat-8l8ySxmF61Trv9ZL,,,,,15,,,,,design_by_rose,"Jun 20, 2022"
Sekiro: Shadows Die Twice,omg omg omg ,https://clips.twitch.tv/CogentAmazingPepperFunRun-31y11Kfommmy01uS,,,,,5,,,,,design_by_rose,"Jun 20, 2022"
Sekiro: Shadows Die Twice,A Brief Possession.,https://clips.twitch.tv/GeniusGiftedArugulaWow-krtTRLEPiy4EfQx1,,,,,8,,,,,low_hanging_vegetable,"Jun 20, 2022"
Sekiro: Shadows Die Twice,Hair Reveal!! | Sekiro,https://clips.twitch.tv/FaithfulSwissStarSuperVinlin-AqhcJ5y_O3WJqWFd,,,,,26,,,,,low_hanging_vegetable,"Jun 20, 2022"
Sekiro: Shadows Die Twice,sadge,https://clips.twitch.tv/SnappyConfidentCrabsWow-HM3bto3u3KneQs4F,,,,,17,,,,,low_hanging_vegetable,"Jun 22, 2022"
Sekiro: Shadows Die Twice,Reee,https://clips.twitch.tv/AltruisticSleepyCookieKevinTurtle-2-kLSZGzSY2d3jqU,,,,,28,,,,,TheStarlessAbstract,"Jun 23, 2022"
Sekiro: Shadows Die Twice,about time,https://clips.twitch.tv/GracefulLachrymoseMarjoramCoolStoryBro-9QLwG7_O7WLBqTjZ,,,,,37,,,,,low_hanging_vegetable,"Jun 23, 2022"
Sekiro: Shadows Die Twice,Confessions of a Fingerer,https://clips.twitch.tv/ElatedDistinctWaterNomNom-uzgm3BH5TNOg_ZGB,,,,,4,,,,,Necrohag,"Jun 23, 2022"
Sekiro: Shadows Die Twice,big noob energy,https://clips.twitch.tv/BillowingFilthyRedpandaBIRB-SxA2S9-1CqdtxjKt,,,,,27,,,,,low_hanging_vegetable,"Jun 23, 2022"
